time,chiJ_vector,chiJ_klt2p5,rho_total,initial_scale,precondition_epsA,lorenz_shadow_relative_vector_rms,longitudinal_field_fraction,spherical_safe_kmax,kinit_effective,dt,seed,gauss_constraint_relative_rms,escape_speed_over_c,beta_energy_mean,frac_beta_lt1
0,-0.255223094123,-0.258571393257,0.460158806426,0.965457411387,0.0010762508332,0,1.65701385024e-32,2.33333333333,2.33333333333,0.02,260824,2.74392424377e-16,0.00202007331956,2.94557192922,1.06902420249e-34
0.1,-0.140240494232,-0.144980652522,0.460158909063,,,1.33895311856e-06,3.11880910042e-10,,,,,1.71599790475e-17,0.00202121087055,2.94577248816,8.67828972086e-12
0.2,-0.119034763365,-0.123539013673,0.460158948531,,,3.36753798729e-06,6.70415993408e-09,,,,,1.66001410031e-17,0.00202769429925,2.94599944998,1.87574120217e-10
0.3,-0.129282670329,-0.132516768228,0.460158976464,,,6.3267942659e-06,4.6623995267e-08,,,,,1.64204034284e-17,0.00204614660963,2.9462453498,1.31108987867e-09
0.4,-0.164582629055,-0.165367680789,0.460159059489,,,1.05380757586e-05,2.07703349837e-07,,,,,1.71243048131e-17,0.00208508835118,2.94649524092,5.86069813615e-09
0.5,-0.233630657021,-0.230313319659,0.460159271793,,,1.63988303638e-05,7.33186723832e-07,,,,,1.64115760597e-17,0.00215451998693,2.94673462059,2.07048399832e-08
0.6,-0.351760898339,-0.34222055462,0.46015968485,,,2.43444102128e-05,2.25183244724e-06,,,,,1.60707198302e-17,0.00226481252162,2.94695263955,6.3424096478e-08
0.7,-0.521873421526,-0.504536468518,0.460160354771,,,3.47535080908e-05,6.31493879844e-06,,,,,1.61691833814e-17,0.00242491163651,2.94714242623,1.76649908347e-07
0.8,-0.696844899776,-0.672680976453,0.460161308508,,,4.77718179588e-05,1.66100183933e-05,,,,,1.61667439224e-17,0.00264023471575,2.94730082119,4.59112508559e-07
0.9,-0.798967206646,-0.771213108642,0.460162531588,,,6.30383481038e-05,4.16044415863e-05,,,,,1.66629748506e-17,0.00292471382374,2.94742924831,1.12921065786e-06
1,-0.815802478114,-0.786592101635,0.460163961742,,,7.9336157059e-05,0.000100066059192,,,,,1.59942122276e-17,0.00326276892608,2.9475368698,2.64604654836e-06
1.1,-0.792845063967,-0.761604860636,0.460165493852,,,9.42708005088e-05,0.000232025759115,,,,,1.67430846957e-17,0.00363562767942,2.94764680575,5.91729343111e-06
1.2,-0.765400271113,-0.729825798608,0.460167000134,,,0.000104207185829,0.000519143820902,,,,,1.63292871211e-17,0.00401880351567,2.94780536526,1.26000040183e-05
1.3,-0.745440506369,-0.703158653353,0.460168363556,,,0.000104819084588,0.00111854083392,,,,,1.68135606116e-17,0.00437894110336,2.9480912463,2.53912586686e-05
1.4,-0.73364986023,-0.683753791938,0.460169512137,,,9.25862787243e-05,0.0023044827417,,,,,1.62296651989e-17,0.00467506017587,2.94861373886,4.78988033644e-05
1.5,-0.728212963503,-0.672174929556,0.460170431859,,,6.72211092476e-05,0.00445512231781,,,,,1.70258205928e-17,0.00486212378346,2.9494743994,8.30805172997e-05
