time,chiJ_vector,chiJ_klt2p5,rho_total,initial_scale,precondition_epsA,lorenz_shadow_relative_vector_rms,longitudinal_field_fraction,spherical_safe_kmax,kinit_effective,dt,seed,gauss_constraint_relative_rms,escape_speed_over_c,beta_energy_mean,frac_beta_lt1
0,-0.180127509498,-0.167904830171,0.460158806426,0.929029957648,0.00116230553282,0,1.17394217727e-32,2.33333333333,2.33333333333,0.02,260823,2.88595840292e-16,0.00201997920665,2.96576656381,6.60139876771e-35
0.1,-0.0981713096035,-0.0862401338377,0.460158908925,,,1.21441803937e-06,2.43687388155e-10,,,,,1.70471025383e-17,0.00201972007925,2.96595433443,6.80897627939e-12
0.2,-0.0845122625588,-0.0724116264127,0.460158948767,,,3.05520252914e-06,5.25578313425e-09,,,,,1.63892494225e-17,0.0020226813438,2.96617164368,1.46796485623e-10
0.3,-0.0926957915284,-0.0799673348695,0.460158977824,,,5.74045849158e-06,3.66797989921e-08,,,,,1.65881193627e-17,0.00203381859834,2.9664049266,1.02200080316e-09
0.4,-0.119413223981,-0.105493585953,0.460159062908,,,9.56361320298e-06,1.63919793008e-07,,,,,1.60192944489e-17,0.00205973458737,2.96663705459,4.54774518476e-09
0.5,-0.173798013622,-0.157868503201,0.460159278369,,,1.48899026483e-05,5.80171889603e-07,,,,,1.67810821967e-17,0.00210855606671,2.96685459152,1.59945377676e-08
0.6,-0.275304404502,-0.256299501439,0.460159695837,,,2.21221297565e-05,1.7858891272e-06,,,,,1.69144868374e-17,0.00218929703663,2.96704931794,4.88002527506e-08
0.7,-0.443512207006,-0.420723442639,0.460160371533,,,3.16160549542e-05,5.018372314e-06,,,,,1.62887620377e-17,0.00232498116364,2.96721714309,1.35485256132e-07
0.8,-0.648069625308,-0.622156956345,0.460161332385,,,4.35226637906e-05,1.32257562208e-05,,,,,1.63612207607e-17,0.00251270921948,2.96735702957,3.5135290901e-07
0.9,-0.780353975217,-0.752292318599,0.460162563613,,,5.75426136621e-05,3.3197739485e-05,,,,,1.64168926823e-17,0.00275292112103,2.96747141621,8.63299366485e-07
1,-0.795908847185,-0.765611343581,0.460164002251,,,7.26099885702e-05,8.00424907148e-05,,,,,1.69870306535e-17,0.00304047688166,2.96756887622,2.02373502574e-06
1.1,-0.758315720127,-0.724884450379,0.460165542081,,,8.65926879789e-05,0.000186158272392,,,,,1.6720848555e-17,0.00336449826661,2.96766947028,4.53496966911e-06
1.2,-0.720229478863,-0.68181414929,0.460167053991,,,9.62082556926e-05,0.000418141451924,,,,,1.74175719841e-17,0.00372869729584,2.967812731,9.69607970078e-06
1.3,-0.696407987736,-0.650841177133,0.460168419826,,,9.74678138568e-05,0.000905578283041,,,,,1.68959970984e-17,0.00407464593273,2.96806593556,1.96676994892e-05
1.4,-0.685512167144,-0.631620690102,0.460169567322,,,8.69628306671e-05,0.00187870935763,,,,,1.6681181479e-17,0.00436430906828,2.96852377096,3.74559560407e-05
1.5,-0.683543599684,-0.622298012161,0.460170483652,,,6.40329052321e-05,0.00366587353683,,,,,1.7352103666e-17,0.00455539855086,2.9692775029,6.58113656233e-05
1.6,-0.68863190981,-0.623669926546,0.460171186584,,,3.32573831931e-05,0.00641752571423,,,,,1.70570446585e-17,0.00460682335082,2.97032099664,0.000103712994272
1.7,-0.701908222951,-0.639584377237,0.460171656551,,,7.22531790391e-06,0.00911970428853,,,,,1.81050582233e-17,0.00448511428658,2.97140455558,0.00014056026718
1.8,-0.726046990717,-0.6744552548,0.460171775366,,,1.23259451893e-05,0.00926654369283,,,,,1.74281590856e-17,0.00416853701646,2.97203020708,0.000155486789306
1.9,-0.758082916733,-0.721966253766,0.460171345922,,,4.89672880659e-05,0.00651958121584,,,,,2.09988025817e-17,0.00364458469241,2.97186635228,0.000134045330679
2,-0.778890398355,-0.752730053215,0.460170240783,,,0.000159840583629,0.00345738035646,,,,,2.28883579983e-17,0.00289458765537,2.97118852141,8.83983427153e-05
2.1,-0.778267371535,-0.751785091117,0.460168641866,,,0.000378788790653,0.00151995370257,,,,,3.45698182588e-17,0.00219572859533,2.97054297702,4.61160895389e-05
2.2,-0.772714234408,-0.741781401233,0.46016724312,,,0.000776920057235,0.000627070890184,,,,,6.69660438224e-17,0.00287737796417,2.97012068924,2.30108806532e-05
2.3,-0.769139951117,-0.73617484515,0.460167263661,,,0.00160026733721,0.000313351495864,,,,,1.57346032116e-16,0.00356837173843,2.96970382338,1.68893417244e-05
2.4,-0.764610024813,-0.73243885534,0.460170181366,,,0.00435557821891,0.000214395699177,,,,,2.62855809312e-16,0.00416574895443,2.96899666039,1.84557349038e-05
2.5,-0.758527213085,-0.727863475479,0.460177207859,,,0.00330510775817,0.000183656558898,,,,,1.94681799085e-16,0.00476889803054,2.96790014529,2.2338028014e-05
2.6,-0.746423324008,-0.718225402184,0.460188637045,,,0.00115501363036,0.000296557635885,,,,,7.44471845873e-17,0.00527604629477,2.96661510443,3.24373534459e-05
2.7,-0.719276762488,-0.696010396781,0.460203294089,,,0.000475195877915,0.000842490961122,,,,,4.19003859176e-17,0.00569594570818,2.96569651656,6.37246137106e-05
2.8,-0.684394367581,-0.666573042134,0.460218384335,,,0.000183691186347,0.00246609975067,,,,,3.13283287689e-17,0.00606858706562,2.9663443314,0.000144278929851
