time,chiJ_vector,chiJ_klt2p5,rho_total,initial_scale,precondition_epsA,lorenz_shadow_relative_vector_rms,longitudinal_field_fraction,spherical_safe_kmax,kinit_effective,dt,seed,gauss_constraint_relative_rms,escape_speed_over_c,beta_energy_mean,frac_beta_lt1
2.9,-0.671221970027,-0.654724361616,0.460175610363,,,1.48465659011e-05,0.00640841108975,,,,,2.93000602701e-17,0.00652427314849,2.97072170305,0.000298216941814
3,-0.703358421136,-0.682664631463,0.460176554494,,,1.31596756994e-05,0.00872237197945,,,,,2.89384270588e-17,0.00733256112825,2.97801480256,0.000422169255529
3.1,-0.765297604978,-0.738706363438,0.4601753091,,,4.00801578667e-05,0.00369833995794,,,,,3.14105496581e-17,0.00831047853156,2.9796116671,0.000358050221205
3.2,-0.774098608126,-0.74921631233,0.460172249762,,,7.62212777029e-05,0.00126421799908,,,,,3.7818760868e-17,0.00914279774786,2.97663460106,0.000251171099631
3.3,-0.651993487304,-0.638589232177,0.46016846564,,,0.000122815709974,0.000506523613791,,,,,5.19128491046e-17,0.00986797727816,2.97361079421,0.000191154159506
3.4,-0.461054482068,-0.459318784674,0.46016534068,,,0.000206655737416,0.000278263845434,,,,,8.00190262179e-17,0.0105262801812,2.97157687599,0.000172660541462
3.5,-0.289967589224,-0.298273064776,0.460163984383,,,0.000295218751581,0.000275974818945,,,,,9.75161925211e-17,0.0111458443566,2.970819525,0.000188156432066
3.6,-0.165165615623,-0.182265361714,0.460164800523,,,0.000188254767803,0.000456625976516,,,,,6.13809508544e-17,0.0117388889668,2.97215679078,0.000243071838093
3.7,-0.0841532422513,-0.107648414531,0.460167384803,,,0.000126742899396,0.000863906426269,,,,,4.29544006755e-17,0.0123001190367,2.97764262763,0.000357221581686
3.8,-0.0402910453824,-0.0670825557694,0.460170767481,,,9.48389603749e-05,0.00157375440854,,,,,3.5365832226e-17,0.0128006624648,2.99123283252,0.000561975309079
3.9,-0.0314890762224,-0.0584884620093,0.460173862493,,,6.79775677232e-05,0.00259221542984,,,,,3.20044838136e-17,0.0132247064397,3.01648035319,0.000856988066957
4,-0.0666699113709,-0.0909617379116,0.460175899228,,,4.8135985281e-05,0.00337683292262,,,,,2.93455603388e-17,0.0135569297831,3.04565109943,0.00110491912946
4.1,-0.170980280739,-0.192421262186,0.46017663394,,,4.89382728164e-05,0.00322561835073,,,,,2.66168329824e-17,0.0137816872068,3.06206608725,0.00114739763113
4.2,-0.252991362673,-0.30930576021,0.460176275833,,,6.49217089576e-05,0.00279471636894,,,,,2.60993074741e-17,0.0139022775708,3.06590034941,0.00105419772873
4.3,0.138391555154,0.0482063684337,0.460175238082,,,8.66924286633e-05,0.00268559246121,,,,,2.46559690433e-17,0.0139288940048,3.06666190123,0.000945850515057
4.4,0.304782424948,0.250644047594,0.460173900009,,,0.000111089356637,0.00315900400083,,,,,2.27750956827e-17,0.0138612593721,3.06954672653,0.000871617357713
4.5,0.310782568812,0.272296027156,0.460172497646,,,0.00012924396318,0.00453522271768,,,,,2.11301719204e-17,0.013675409276,3.07649493524,0.0008482980864
4.6,0.294097618954,0.263520672496,0.460171138529,,,0.000133427709562,0.0072044668865,,,,,1.97841982905e-17,0.0133257708747,3.08837979981,0.000885768973279
4.7,0.278402380634,0.252040111563,0.460169868823,,,0.0001240240706,0.0113809932829,,,,,1.92814840965e-17,0.0129352236236,3.10505235521,0.000985791124782
4.8,0.269890342975,0.244534145153,0.460168725094,,,0.000106221656856,0.016568548413,,,,,1.89441877705e-17,0.0127018255646,3.12429416095,0.0011300222196
4.9,0.273187181383,0.245279849328,0.460167742588,,,8.54211505511e-05,0.0210978751047,,,,,1.90616585866e-17,0.0127463825852,3.14138178632,0.00127197589916
5,0.294288272662,0.259895107446,0.460166933838,,,6.87408788738e-05,0.0228534056311,,,,,2.05641776232e-17,0.0133093704241,3.15085064255,0.00134997081901
5.1,0.340146894316,0.296164429512,0.460166273942,,,7.01533107994e-05,0.0212374945237,,,,,2.1337333748e-17,0.0137133308283,3.14972950609,0.00132260926572
5.2,0.407972293054,0.35712170469,0.460165718361,,,9.63338224954e-05,0.0177350079214,,,,,2.30974213394e-17,0.0140888210239,3.13912488503,0.00119798327719
5.3,0.455524337168,0.411607951771,0.460165245353,,,0.000135351816994,0.014255088837,,,,,2.60584857765e-17,0.0143041449014,3.1227811293,0.00102741073062
5.4,0.423161531506,0.395061297399,0.460164890309,,,0.000174226858788,0.0118408840599,,,,,2.84564983642e-17,0.014317531938,3.10474417576,0.000872784406368
5.5,0.332983320499,0.315959868099,0.460164745537,,,0.000202886169636,0.0107444796345,,,,,3.07706957432e-17,0.0143817645415,3.08822772877,0.000777632112893
5.6,0.241372597293,0.232136171577,0.460164925947,,,0.000214838517852,0.0109626114868,,,,,3.03477101898e-17,0.0145307010307,3.07561330328,0.000756506900559
5.7,0.16800635901,0.165510953204,0.460165521654,,,0.000209184268472,0.0126239579886,,,,,2.84858230639e-17,0.0145832895807,3.06866093977,0.000799187889244
5.8,0.111100573158,0.114511440863,0.460166559054,,,0.000190249775419,0.016139261104,,,,,2.5128038568e-17,0.0148745985634,3.06842471513,0.000882246701606
5.9,0.0651049223603,0.0738665958567,0.460167980486,,,0.000164493845704,0.0221238050322,,,,,2.36219811864e-17,0.0157101439342,3.07489745798,0.000982742167558
6,0.0252709968938,0.0395562237364,0.460169643743,,,0.000137485864942,0.0310522875271,,,,,2.13365728623e-17,0.0165692039252,3.08671150589,0.00108904061874
6.1,-0.0122554617647,0.00893942887338,0.460171341816,,,0.000112927628226,0.0426646209344,,,,,2.02159141271e-17,0.0174427343901,3.10133685693,0.00120222487397
6.2,-0.0514862409562,-0.0202910534542,0.460172843535,,,9.3307270813e-05,0.0554858534988,,,,,2.00099084956e-17,0.0183357556208,3.1160355058,0.00132463487228
6.3,-0.0977250737744,-0.0519598207631,0.460173950047,,,8.02357471997e-05,0.06713672738,,,,,1.95811534985e-17,0.0192635420533,3.12918919878,0.00144341455122
6.4,-0.156430506277,-0.0930091095615,0.460174552597,,,7.36245369495e-05,0.0754525356621,,,,,2.00316057065e-17,0.0202391604942,3.1409960009,0.00152574920163
6.5,-0.226852229702,-0.149857064495,0.460174671037,,,7.19453473593e-05,0.0793108153197,,,,,2.08234344976e-17,0.021327803698,3.15291315986,0.00153392622738
6.6,-0.297950295745,-0.217983722499,0.460174452219,,,7.38700859284e-05,0.0785579960247,,,,,2.19634697883e-17,0.022502787238,3.16634689022,0.00145037053586
6.7,-0.358256748073,-0.282705776331,0.460174116265,,,7.84026690227e-05,0.0737339721934,,,,,2.41962310143e-17,0.0237093534953,3.18162581952,0.00129396677577
6.8,-0.404327096328,-0.333689477392,0.460173864745,,,8.43619337087e-05,0.0661424654483,,,,,2.6276824553e-17,0.0249206285877,3.19797318022,0.00111311618061
6.9,-0.436404831647,-0.36825534977,0.46017379707,,,9.03541029978e-05,0.0578259826532,,,,,2.97280027863e-17,0.0261171906049,3.21440051468,0.000958466011744
7,-0.454007534883,-0.386436723815,0.460173886124,,,9.42980590488e-05,0.0510027684526,,,,,3.22359326568e-17,0.0272760221093,3.23055834366,0.000858738472613
7.1,-0.456887180471,-0.389460494554,0.460174029661,,,9.41048562232e-05,0.0473026051548,,,,,3.56853710038e-17,0.0283612898239,3.24661071574,0.000817707605289
7.2,-0.446850036754,-0.380103957912,0.460174143203,,,8.99433415798e-05,0.0471622216277,,,,,3.60628586607e-17,0.0293359951939,3.26240437396,0.000823646472619
7.3,-0.427300893488,-0.362115805964,0.460174224306,,,8.41874709373e-05,0.049531343093,,,,,3.64366703272e-17,0.0301884525068,3.27714292754,0.000856258853308
7.4,-0.401891330507,-0.339298717517,0.460174336791,,,7.91072343436e-05,0.0524340247852,,,,,3.64573613206e-17,0.0309449931651,3.29016500031,0.000893600851711
7.5,-0.374190238038,-0.315133750148,0.460174543398,,,7.57312798951e-05,0.0543515545559,,,,,3.59690309667e-17,0.0316523516357,3.30182413323,0.000923737997625
