time,chiJ_vector,chiJ_klt2p5,rho_total,initial_scale,precondition_epsA,lorenz_shadow_relative_vector_rms,longitudinal_field_fraction,spherical_safe_kmax,kinit_effective,dt,seed,gauss_constraint_relative_rms,escape_speed_over_c,beta_energy_mean,frac_beta_lt1
2.1,-0.780595142529,-0.747111904999,0.460168647337,,,0.00041219884663,0.00150431619877,,,,,2.56879148181e-17,0.00228060512425,2.97108339548,4.5437433076e-05
2.2,-0.780878325886,-0.741907888159,0.460167255973,,,0.000834558547172,0.000616607701011,,,,,4.21279017494e-17,0.00292835138655,2.97076493833,2.27105599053e-05
2.3,-0.778789633007,-0.737755239055,0.460167284134,,,0.00170565368514,0.000310904001597,,,,,8.94591385135e-17,0.00348211831898,2.97049655451,1.66735071273e-05
2.4,-0.77301734476,-0.732591935072,0.460170209514,,,0.00461072403126,0.00021783776429,,,,,1.48632401787e-16,0.00413255607115,2.96990861604,1.82534110378e-05
2.5,-0.767237495517,-0.727779488584,0.460177244319,,,0.00349990373594,0.000195315476316,,,,,1.01358714382e-16,0.00472368390715,2.9688994362,2.21755116939e-05
2.6,-0.756214814222,-0.720329178663,0.460188682348,,,0.00121670845276,0.000331159775223,,,,,4.33995975584e-17,0.00521708477968,2.96775701969,3.22453716623e-05
2.7,-0.729288054062,-0.702674783309,0.460203346565,,,0.000496430301817,0.000938000260517,,,,,2.81841208347e-17,0.00562214208651,2.96722605781,6.33042387822e-05
2.8,-0.694274750915,-0.678593578962,0.460218439389,,,0.000190735150814,0.00270673717535,,,,,2.38126139648e-17,0.00601596236962,2.96882518978,0.000143446875482
2.9,-0.682058917616,-0.669810135897,0.460230089149,,,7.83502618043e-05,0.00699304340231,,,,,2.20617964413e-17,0.00640744030194,2.97500933361,0.000297545424446
3,-0.715419411059,-0.696453300719,0.460234667922,,,8.74538254704e-05,0.00932591986866,,,,,2.3060970004e-17,0.00736442409967,2.98343929354,0.000420319539425
3.1,-0.776626260554,-0.746862620296,0.460230476879,,,0.000218254053611,0.00388641794549,,,,,2.34614944931e-17,0.00842526118185,2.983892304,0.000355116528789
3.2,-0.773830866447,-0.745314553448,0.460218915808,,,0.000393490751368,0.00130785808457,,,,,2.58678920699e-17,0.009327415942,2.97951891512,0.000248023553921
3.3,-0.626911354849,-0.616065885327,0.460204289614,,,0.000615612613442,0.000517474039281,,,,,3.40305516036e-17,0.0101032729373,2.97585422444,0.000188011398409
3.4,-0.413186318369,-0.420335430644,0.460192152683,,,0.00100043231006,0.000282799952187,,,,,4.80412206133e-17,0.0107937664536,2.9738894297,0.000169465234592
3.5,-0.226103178161,-0.249705549653,0.460187016245,,,0.00136828550986,0.000280214782913,,,,,5.59457458467e-17,0.011432417196,2.97398322434,0.000184622981982
