ensemble,initial_scale,precondition_epsA,first_main_crossing,second_main_crossing,max_positive_chi,endpoint_chi,max_lorenz_shadow,max_abs_energy_drift
conditioned,0.929029957648,0.00116230553282,4.264150842452775,6.068058271125075,0.455835594118,-0.373726381959,0.00435557821891,0.00020408848573261196
unconditioned,1.0,0.00116230553282,4.240389406087587,6.094382968254491,0.456193053844,-0.359826803517,0.00515657806699,0.00024412869803591697
