seed,first_main_crossing,second_main_crossing,max_positive_chi,time_of_max,endpoint_chi,common_k_first,common_k_second,common_k_peak,initial_scale,precondition_epsA,max_lorenz_shadow,max_abs_energy_drift
260823,4.264150842452775,6.068058271125075,0.455835594118,5.3,-0.373726381959,4.2857376473169335,6.1313394745392165,0.412012542105,0.929029957648,0.00116230553282,0.00435557821891,0.00020408848573261196
260824,4.272958357490236,6.051240940621953,0.441787821126,5.3,-0.297549322277,4.300104077304323,6.0806397858840375,0.407173671935,0.965457411387,0.0010762508332,0.00422713019836,0.0002210633863342082
260825,4.273439885314884,6.061336209220627,0.484461005757,5.3,-0.309864726854,4.2999952119688905,6.085044211776229,0.445749908357,0.890041378439,0.00126636630629,0.00424951441118,0.00020074728487218252
