N,dt_fine,dt_coarse,fine_first,coarse_first,abs_delta_first,fine_second,coarse_second,abs_delta_second,fine_peak,coarse_peak,abs_delta_peak,fine_endpoint,coarse_endpoint,abs_delta_endpoint,max_abs_history_delta,fine_max_abs_energy_drift,coarse_max_abs_energy_drift
24,0.01,0.02,4.264640369098793,4.264150842452775,0.0004895266460183123,6.067341811077278,6.068058271125075,0.0007164600477969074,0.455524337168,0.455835594118,0.0003112569500000051,-0.374190238038,-0.373726381959,0.00046385607900001347,0.003091215711999995,3.8742090233023774e-05,0.00020408848573261196
